"sample","latitude","longitude","date","site","location","successful.count","detailed.bryozoa.bryozoa.cnidariamatrix.","detailed.invertebratecomplex.complex1.","detailed.octocoral.black.branching.3d.","detailed.octocoral.black.fan.2d.","detailed.octocoral.black.whip.","detailed.sponges.erectforms.","detailed.sponges.hollowforms.","detailed.sponges.massiveforms.","detailed.sponges.smallmixed.","detailed.unconsolidated.pebble.gravel.biogenic.","detailed.unconsolidated.pebble.gravel.gravel2.10mm.","detailed.unconsolidated.sand.mud.coarsesand.","detailed.unconsolidated.sand.mud.finesand.","mean.relief","sd.relief"
"42",-22.6952,113.5537,20220522,NA,NA,"Yes",0,0,8.10810810810811,0,0,0,0,0,0,0,0,0,91.8918918918919,0.12,0.33166247903554
"15",-22.6977,113.5561,20220522,NA,NA,"Yes",3.38983050847458,5.08474576271187,6.77966101694915,0,0,1.69491525423729,1.69491525423729,6.77966101694915,0,0,0,3.38983050847458,71.1864406779661,NA,NA
"47",-22.6999,113.5592,20220522,NA,NA,"Yes",0,3.03030303030303,0,0,0,0,0,0,0,0,0,0,96.969696969697,0.04,0.2
"28",-22.6987,113.5625,20220522,NA,NA,"Yes",0,2.77777777777778,16.6666666666667,0,0,2.77777777777778,0,0,2.77777777777778,0,2.77777777777778,0,72.2222222222222,0.833333333333333,0.56465970257328
"2",-22.6957,113.5628,20220522,NA,NA,"Yes",3.77358490566038,3.77358490566038,7.54716981132075,26.4150943396226,5.66037735849057,7.54716981132075,0,5.66037735849057,1.88679245283019,0,0,1.88679245283019,35.8490566037736,NA,NA
"48",-22.696,113.5596,20220522,NA,NA,"Yes",0,0,0,0,0,0,0,0,0,0,0,12.5,87.5,0,0
"9",-22.6934,113.5571,20220522,NA,NA,"Yes",0,1.61290322580645,3.2258064516129,0,0,0,0,0,0,0,3.2258064516129,0,91.9354838709677,NA,NA
"46",-22.693,113.5605,20220522,NA,NA,"Yes",0,5.55555555555556,8.33333333333333,52.7777777777778,0,0,2.77777777777778,2.77777777777778,2.77777777777778,0,0,0,25,1.93333333333333,0.980265035707122
"34",-22.6928,113.5645,20220522,NA,NA,"Yes",0,3.44827586206897,20.6896551724138,0,0,0,0,0,0,0,0,0,75.8620689655172,0.478260869565217,0.510753918455249
"21",-22.6893,113.5652,20220522,NA,NA,"Yes",0,11.5384615384615,23.0769230769231,13.4615384615385,3.84615384615385,5.76923076923077,5.76923076923077,0,0,0,0,0,36.5384615384615,NA,NA
"51",-22.69,113.5609,20220522,NA,NA,"Yes",0,0,5.40540540540541,21.6216216216216,0,8.10810810810811,0,2.7027027027027,2.7027027027027,0,0,0,59.4594594594595,1.16,0.8
"29",-22.691,113.5564,20220522,NA,NA,"Yes",0,0,11.1111111111111,22.2222222222222,0,2.77777777777778,0,5.55555555555556,0,0,0,0,58.3333333333333,1.53571428571429,1.07089934019281
"57",-22.6751,113.561,20220526,NA,NA,"Yes",0,0,25,21.875,9.375,3.125,6.25,12.5,0,0,0,0,21.875,1.8,0.695852373938459
"63",-22.6744,113.5666,20220526,NA,NA,"Yes",0,0,4.16666666666667,0,8.33333333333333,0,0,0,0,0,0,0,87.5,0.318181818181818,0.476731294622796
"61",-22.6779,113.5654,20220526,NA,NA,"Yes",0,3.33333333333333,13.3333333333333,20,3.33333333333333,0,0,0,0,0,0,0,60,0.916666666666667,0.775531608229039
"53",-22.6839,113.5636,20220526,NA,NA,"Yes",0,0,16,4,4,32,20,4,16,0,0,0,4,2,0.666666666666667
"19",-22.6847,113.5669,20220526,NA,NA,"Yes",0,0,2.27272727272727,15.9090909090909,0,0,2.27272727272727,6.81818181818182,0,0,0,0,72.7272727272727,NA,NA
"38",-22.6868,113.5642,20220526,NA,NA,"Yes",0,6.66666666666667,16.6666666666667,16.6666666666667,0,6.66666666666667,0,0,3.33333333333333,3.33333333333333,0,0,46.6666666666667,1.32,0.690410505906933
"13",-22.6872,113.5606,20220526,NA,NA,"Yes",0,12,12,0,0,2,6,8,0,0,6,22,32,NA,NA
"14",-22.6876,113.5568,20220526,NA,NA,"Yes",0,1.61290322580645,1.61290322580645,0,0,0,0,0,0,0,0,25.8064516129032,70.9677419354839,NA,NA
