campaignid,period,level_1,level_2,level_3,level_4,level_5,caab_code,count
2021-03_West-Coast_BOSS,107,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,5
2021-03_West-Coast_BOSS,108,Physical,Relief,High,High (>3m),3,82003006,41
2021-03_West-Coast_BOSS,108,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,108,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,16
2021-03_West-Coast_BOSS,109,Physical,Relief,Flat,NA,0,82003001,52
2021-03_West-Coast_BOSS,109,Physical,Relief,Low / moderate,Low (<1m),1,82003003,10
2021-03_West-Coast_BOSS,11,Physical,Relief,Flat,NA,0,82003001,5
2021-03_West-Coast_BOSS,11,Physical,Relief,Low / moderate,Low (<1m),1,82003003,19
2021-03_West-Coast_BOSS,11,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,37
2021-03_West-Coast_BOSS,110,Physical,Relief,High,High (>3m),3,82003006,50
2021-03_West-Coast_BOSS,110,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2021-03_West-Coast_BOSS,110,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,7
2021-03_West-Coast_BOSS,111,Physical,Relief,High,High (>3m),3,82003006,37
2021-03_West-Coast_BOSS,111,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,111,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2021-03_West-Coast_BOSS,112,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,112,Physical,Relief,High,Wall,4,82003007,1
2021-03_West-Coast_BOSS,112,Physical,Relief,Low / moderate,Low (<1m),1,82003003,10
2021-03_West-Coast_BOSS,112,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,50
2021-03_West-Coast_BOSS,113,Physical,Relief,Flat,NA,0,82003001,12
2021-03_West-Coast_BOSS,113,Physical,Relief,High,High (>3m),3,82003006,4
2021-03_West-Coast_BOSS,113,Physical,Relief,High,Wall,4,82003007,1
2021-03_West-Coast_BOSS,113,Physical,Relief,Low / moderate,Low (<1m),1,82003003,31
2021-03_West-Coast_BOSS,113,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,16
2021-03_West-Coast_BOSS,114,Physical,Relief,High,High (>3m),3,82003006,44
2021-03_West-Coast_BOSS,114,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,19
2021-03_West-Coast_BOSS,115,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2021-03_West-Coast_BOSS,115,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,66
2021-03_West-Coast_BOSS,116,Physical,Relief,High,High (>3m),3,82003006,36
2021-03_West-Coast_BOSS,116,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,116,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,24
2021-03_West-Coast_BOSS,117,Physical,Relief,Flat,NA,0,82003001,9
2021-03_West-Coast_BOSS,117,Physical,Relief,High,High (>3m),3,82003006,2
2021-03_West-Coast_BOSS,117,Physical,Relief,Low / moderate,Low (<1m),1,82003003,13
2021-03_West-Coast_BOSS,117,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2021-03_West-Coast_BOSS,118,Physical,Relief,High,High (>3m),3,82003006,27
2021-03_West-Coast_BOSS,118,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,118,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2021-03_West-Coast_BOSS,119,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,65
2021-03_West-Coast_BOSS,12,Physical,Relief,High,High (>3m),3,82003006,23
2021-03_West-Coast_BOSS,12,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,12,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2021-03_West-Coast_BOSS,120,Physical,Relief,High,High (>3m),3,82003006,27
2021-03_West-Coast_BOSS,120,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,120,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2021-03_West-Coast_BOSS,121,Physical,Relief,High,High (>3m),3,82003006,44
2021-03_West-Coast_BOSS,121,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,19
2021-03_West-Coast_BOSS,122,Physical,Relief,Low / moderate,Low (<1m),1,82003003,40
2021-03_West-Coast_BOSS,122,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2021-03_West-Coast_BOSS,123,Physical,Relief,Flat,NA,0,82003001,10
2021-03_West-Coast_BOSS,123,Physical,Relief,Low / moderate,Low (<1m),1,82003003,21
2021-03_West-Coast_BOSS,123,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,35
2021-03_West-Coast_BOSS,124,Physical,Relief,High,High (>3m),3,82003006,14
2021-03_West-Coast_BOSS,124,Physical,Relief,Low / moderate,Low (<1m),1,82003003,21
2021-03_West-Coast_BOSS,124,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,32
2021-03_West-Coast_BOSS,125,Physical,Relief,High,High (>3m),3,82003006,44
2021-03_West-Coast_BOSS,125,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2021-03_West-Coast_BOSS,125,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,16
2021-03_West-Coast_BOSS,126,Physical,Relief,High,High (>3m),3,82003006,31
2021-03_West-Coast_BOSS,126,Physical,Relief,Low / moderate,Low (<1m),1,82003003,9
2021-03_West-Coast_BOSS,126,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,21
2021-03_West-Coast_BOSS,127,Physical,Relief,High,High (>3m),3,82003006,55
2021-03_West-Coast_BOSS,128,Physical,Relief,High,High (>3m),3,82003006,25
2021-03_West-Coast_BOSS,128,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,128,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,42
2021-03_West-Coast_BOSS,129,Physical,Relief,High,High (>3m),3,82003006,30
2021-03_West-Coast_BOSS,129,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2021-03_West-Coast_BOSS,129,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,34
2021-03_West-Coast_BOSS,13,Physical,Relief,High,High (>3m),3,82003006,57
2021-03_West-Coast_BOSS,13,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,13
2021-03_West-Coast_BOSS,130,Physical,Relief,High,High (>3m),3,82003006,35
2021-03_West-Coast_BOSS,130,Physical,Relief,High,Wall,4,82003007,7
2021-03_West-Coast_BOSS,130,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2021-03_West-Coast_BOSS,130,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2021-03_West-Coast_BOSS,131,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2021-03_West-Coast_BOSS,131,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,53
2021-03_West-Coast_BOSS,132,Physical,Relief,Flat,NA,0,82003001,24
2021-03_West-Coast_BOSS,132,Physical,Relief,High,High (>3m),3,82003006,16
2021-03_West-Coast_BOSS,132,Physical,Relief,High,Wall,4,82003007,3
2021-03_West-Coast_BOSS,132,Physical,Relief,Low / moderate,Low (<1m),1,82003003,10
2021-03_West-Coast_BOSS,132,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,11
2021-03_West-Coast_BOSS,133,Physical,Relief,High,High (>3m),3,82003006,52
2021-03_West-Coast_BOSS,133,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,11
2021-03_West-Coast_BOSS,134,Physical,Relief,High,High (>3m),3,82003006,44
2021-03_West-Coast_BOSS,134,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2021-03_West-Coast_BOSS,135,Physical,Relief,High,High (>3m),3,82003006,5
2021-03_West-Coast_BOSS,135,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,135,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,57
2021-03_West-Coast_BOSS,136,Physical,Relief,High,High (>3m),3,82003006,63
2021-03_West-Coast_BOSS,136,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,2
2021-03_West-Coast_BOSS,137,Physical,Relief,High,High (>3m),3,82003006,24
2021-03_West-Coast_BOSS,137,Physical,Relief,High,Wall,4,82003007,4
2021-03_West-Coast_BOSS,137,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2021-03_West-Coast_BOSS,137,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,36
2021-03_West-Coast_BOSS,138,Physical,Relief,High,High (>3m),3,82003006,63
2021-03_West-Coast_BOSS,139,Physical,Relief,High,High (>3m),3,82003006,32
2021-03_West-Coast_BOSS,139,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2021-03_West-Coast_BOSS,14,Physical,Relief,High,High (>3m),3,82003006,21
2021-03_West-Coast_BOSS,14,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,14,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,41
2021-03_West-Coast_BOSS,140,Physical,Relief,High,High (>3m),3,82003006,25
2021-03_West-Coast_BOSS,140,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,140,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2021-03_West-Coast_BOSS,141,Physical,Relief,Flat,NA,0,82003001,30
2021-03_West-Coast_BOSS,141,Physical,Relief,Low / moderate,Low (<1m),1,82003003,41
2021-03_West-Coast_BOSS,142,Physical,Relief,High,High (>3m),3,82003006,33
2021-03_West-Coast_BOSS,142,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,31
2021-03_West-Coast_BOSS,143,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,70
2021-03_West-Coast_BOSS,144,Physical,Relief,High,High (>3m),3,82003006,25
2021-03_West-Coast_BOSS,144,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2021-03_West-Coast_BOSS,144,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,31
2021-03_West-Coast_BOSS,145,Physical,Relief,Flat,NA,0,82003001,52
2021-03_West-Coast_BOSS,145,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,146,Physical,Relief,High,High (>3m),3,82003006,30
2021-03_West-Coast_BOSS,146,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,36
2021-03_West-Coast_BOSS,147,Physical,Relief,High,High (>3m),3,82003006,17
2021-03_West-Coast_BOSS,147,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,147,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2021-03_West-Coast_BOSS,148,Physical,Relief,Flat,NA,0,82003001,6
2021-03_West-Coast_BOSS,148,Physical,Relief,High,High (>3m),3,82003006,6
2021-03_West-Coast_BOSS,148,Physical,Relief,Low / moderate,Low (<1m),1,82003003,28
2021-03_West-Coast_BOSS,148,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,21
2021-03_West-Coast_BOSS,149,Physical,Relief,High,High (>3m),3,82003006,18
2021-03_West-Coast_BOSS,149,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,149,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,41
2021-03_West-Coast_BOSS,15,Physical,Relief,Flat,NA,0,82003001,1
2021-03_West-Coast_BOSS,15,Physical,Relief,High,High (>3m),3,82003006,8
2021-03_West-Coast_BOSS,15,Physical,Relief,Low / moderate,Low (<1m),1,82003003,6
2021-03_West-Coast_BOSS,15,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,52
2021-03_West-Coast_BOSS,150,Physical,Relief,High,High (>3m),3,82003006,25
2021-03_West-Coast_BOSS,150,Physical,Relief,Low / moderate,Low (<1m),1,82003003,13
2021-03_West-Coast_BOSS,150,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2021-03_West-Coast_BOSS,16,Physical,Relief,Flat,NA,0,82003001,3
2021-03_West-Coast_BOSS,16,Physical,Relief,High,High (>3m),3,82003006,54
2021-03_West-Coast_BOSS,16,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,16,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,6
2021-03_West-Coast_BOSS,17,Physical,Relief,Flat,NA,0,82003001,2
2021-03_West-Coast_BOSS,17,Physical,Relief,Low / moderate,Low (<1m),1,82003003,63
2021-03_West-Coast_BOSS,18,Physical,Relief,High,High (>3m),3,82003006,4
2021-03_West-Coast_BOSS,18,Physical,Relief,Low / moderate,Low (<1m),1,82003003,52
2021-03_West-Coast_BOSS,18,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,5
2021-03_West-Coast_BOSS,19,Physical,Relief,High,High (>3m),3,82003006,56
2021-03_West-Coast_BOSS,19,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,8
2021-03_West-Coast_BOSS,2,Physical,Relief,High,High (>3m),3,82003006,24
2021-03_West-Coast_BOSS,2,Physical,Relief,High,Wall,4,82003007,2
2021-03_West-Coast_BOSS,2,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2021-03_West-Coast_BOSS,2,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2021-03_West-Coast_BOSS,20,Physical,Relief,High,High (>3m),3,82003006,7
2021-03_West-Coast_BOSS,20,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,58
2021-03_West-Coast_BOSS,21,Physical,Relief,High,High (>3m),3,82003006,39
2021-03_West-Coast_BOSS,21,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2021-03_West-Coast_BOSS,22,Physical,Relief,Flat,NA,0,82003001,54
2021-03_West-Coast_BOSS,22,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,23,Physical,Relief,High,High (>3m),3,82003006,36
2021-03_West-Coast_BOSS,23,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,23,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2021-03_West-Coast_BOSS,24,Physical,Relief,High,High (>3m),3,82003006,61
2021-03_West-Coast_BOSS,24,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,4
2021-03_West-Coast_BOSS,25,Physical,Relief,High,High (>3m),3,82003006,1
2021-03_West-Coast_BOSS,25,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,25,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,67
2021-03_West-Coast_BOSS,26,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,26,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2021-03_West-Coast_BOSS,26,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2021-03_West-Coast_BOSS,27,Physical,Relief,High,High (>3m),3,82003006,52
2021-03_West-Coast_BOSS,27,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,11
2021-03_West-Coast_BOSS,28,Physical,Relief,High,High (>3m),3,82003006,37
2021-03_West-Coast_BOSS,28,Physical,Relief,High,Wall,4,82003007,1
2021-03_West-Coast_BOSS,28,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2021-03_West-Coast_BOSS,29,Physical,Relief,Low / moderate,Low (<1m),1,82003003,26
2021-03_West-Coast_BOSS,29,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2021-03_West-Coast_BOSS,3,Physical,Relief,High,High (>3m),3,82003006,39
2021-03_West-Coast_BOSS,3,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,25
2021-03_West-Coast_BOSS,30,Physical,Relief,High,High (>3m),3,82003006,67
2021-03_West-Coast_BOSS,30,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,2
2021-03_West-Coast_BOSS,31,Physical,Relief,High,High (>3m),3,82003006,31
2021-03_West-Coast_BOSS,31,Physical,Relief,High,Wall,4,82003007,2
2021-03_West-Coast_BOSS,31,Physical,Relief,Low / moderate,Low (<1m),1,82003003,22
2021-03_West-Coast_BOSS,31,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,10
2021-03_West-Coast_BOSS,32,Physical,Relief,High,High (>3m),3,82003006,37
2021-03_West-Coast_BOSS,32,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,32,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,26
2021-03_West-Coast_BOSS,33,Physical,Relief,High,High (>3m),3,82003006,24
2021-03_West-Coast_BOSS,33,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,37
2021-03_West-Coast_BOSS,34,Physical,Relief,High,High (>3m),3,82003006,14
2021-03_West-Coast_BOSS,34,Physical,Relief,Low / moderate,Low (<1m),1,82003003,21
2021-03_West-Coast_BOSS,34,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2021-03_West-Coast_BOSS,35,Physical,Relief,High,High (>3m),3,82003006,31
2021-03_West-Coast_BOSS,35,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,35,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2021-03_West-Coast_BOSS,36,Physical,Relief,High,High (>3m),3,82003006,27
2021-03_West-Coast_BOSS,36,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2021-03_West-Coast_BOSS,36,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2021-03_West-Coast_BOSS,37,Physical,Relief,High,High (>3m),3,82003006,59
2021-03_West-Coast_BOSS,37,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,2
2021-03_West-Coast_BOSS,38,Physical,Relief,High,High (>3m),3,82003006,62
2021-03_West-Coast_BOSS,38,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,1
2021-03_West-Coast_BOSS,39,Physical,Relief,High,High (>3m),3,82003006,54
2021-03_West-Coast_BOSS,39,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,7
2021-03_West-Coast_BOSS,4,Physical,Relief,High,High (>3m),3,82003006,23
2021-03_West-Coast_BOSS,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,45
2021-03_West-Coast_BOSS,40,Physical,Relief,Flat,NA,0,82003001,38
2021-03_West-Coast_BOSS,40,Physical,Relief,Low / moderate,Low (<1m),1,82003003,26
2021-03_West-Coast_BOSS,41,Physical,Relief,High,High (>3m),3,82003006,29
2021-03_West-Coast_BOSS,41,Physical,Relief,High,Wall,4,82003007,4
2021-03_West-Coast_BOSS,41,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,31
2021-03_West-Coast_BOSS,42,Physical,Relief,Low / moderate,Low (<1m),1,82003003,67
2021-03_West-Coast_BOSS,43,Physical,Relief,High,High (>3m),3,82003006,21
2021-03_West-Coast_BOSS,43,Physical,Relief,Low / moderate,Low (<1m),1,82003003,14
2021-03_West-Coast_BOSS,43,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2021-03_West-Coast_BOSS,44,Physical,Relief,High,High (>3m),3,82003006,14
2021-03_West-Coast_BOSS,44,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,44,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,31
2021-03_West-Coast_BOSS,45,Physical,Relief,High,High (>3m),3,82003006,9
2021-03_West-Coast_BOSS,45,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2021-03_West-Coast_BOSS,45,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,42
2021-03_West-Coast_BOSS,46,Physical,Relief,High,High (>3m),3,82003006,19
2021-03_West-Coast_BOSS,46,Physical,Relief,Low / moderate,Low (<1m),1,82003003,25
2021-03_West-Coast_BOSS,46,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,18
2021-03_West-Coast_BOSS,47,Physical,Relief,High,High (>3m),3,82003006,54
2021-03_West-Coast_BOSS,47,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,9
2021-03_West-Coast_BOSS,48,Physical,Relief,High,High (>3m),3,82003006,30
2021-03_West-Coast_BOSS,48,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,48,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2021-03_West-Coast_BOSS,49,Physical,Relief,Flat,NA,0,82003001,18
2021-03_West-Coast_BOSS,49,Physical,Relief,Low / moderate,Low (<1m),1,82003003,49
2021-03_West-Coast_BOSS,5,Physical,Relief,High,High (>3m),3,82003006,38
2021-03_West-Coast_BOSS,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,25
2021-03_West-Coast_BOSS,50,Physical,Relief,High,High (>3m),3,82003006,33
2021-03_West-Coast_BOSS,50,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2021-03_West-Coast_BOSS,51,Physical,Relief,High,High (>3m),3,82003006,44
2021-03_West-Coast_BOSS,51,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,18
2021-03_West-Coast_BOSS,52,Physical,Relief,High,High (>3m),3,82003006,47
2021-03_West-Coast_BOSS,52,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,12
2021-03_West-Coast_BOSS,53,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,53,Physical,Relief,Low / moderate,Low (<1m),1,82003003,11
2021-03_West-Coast_BOSS,53,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,41
2021-03_West-Coast_BOSS,54,Physical,Relief,High,High (>3m),3,82003006,6
2021-03_West-Coast_BOSS,54,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,55
2021-03_West-Coast_BOSS,55,Physical,Relief,High,High (>3m),3,82003006,6
2021-03_West-Coast_BOSS,55,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,55,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,57
2021-03_West-Coast_BOSS,56,Physical,Relief,High,High (>3m),3,82003006,37
2021-03_West-Coast_BOSS,56,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,56,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2021-03_West-Coast_BOSS,57,Physical,Relief,High,High (>3m),3,82003006,25
2021-03_West-Coast_BOSS,57,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,57,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,41
2021-03_West-Coast_BOSS,58,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,58,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,69
2021-03_West-Coast_BOSS,59,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,59,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,58
2021-03_West-Coast_BOSS,6,Physical,Relief,High,High (>3m),3,82003006,62
2021-03_West-Coast_BOSS,60,Physical,Relief,High,High (>3m),3,82003006,11
2021-03_West-Coast_BOSS,60,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,60,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,43
2021-03_West-Coast_BOSS,61,Physical,Relief,High,High (>3m),3,82003006,4
2021-03_West-Coast_BOSS,61,Physical,Relief,Low / moderate,Low (<1m),1,82003003,27
2021-03_West-Coast_BOSS,61,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,40
2021-03_West-Coast_BOSS,62,Physical,Relief,Flat,NA,0,82003001,15
2021-03_West-Coast_BOSS,62,Physical,Relief,High,High (>3m),3,82003006,26
2021-03_West-Coast_BOSS,62,Physical,Relief,Low / moderate,Low (<1m),1,82003003,9
2021-03_West-Coast_BOSS,62,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,22
2021-03_West-Coast_BOSS,63,Physical,Relief,High,High (>3m),3,82003006,16
2021-03_West-Coast_BOSS,63,Physical,Relief,Low / moderate,Low (<1m),1,82003003,29
2021-03_West-Coast_BOSS,63,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,22
2021-03_West-Coast_BOSS,64,Physical,Relief,High,High (>3m),3,82003006,9
2021-03_West-Coast_BOSS,64,Physical,Relief,Low / moderate,Low (<1m),1,82003003,16
2021-03_West-Coast_BOSS,64,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,36
2021-03_West-Coast_BOSS,65,Physical,Relief,High,High (>3m),3,82003006,23
2021-03_West-Coast_BOSS,65,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2021-03_West-Coast_BOSS,65,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2021-03_West-Coast_BOSS,66,Physical,Relief,High,High (>3m),3,82003006,29
2021-03_West-Coast_BOSS,66,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
