campaignid,opcode,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_forward,successful_habitat_backward,observer_habitat_forward,observer_habitat_backward
2020-10_south-west_stereoBRUVs,IO363,Fished,114.7513721,-33.98618897,Brooke Gibbons,Claude,2020-10-15T07:26:00+08:00,South-west,C.IO.25,66.2,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO364,Fished,114.6888721,-34.00868897,Daphne,Claude,2020-11-23T12:21+08:00,South-west,C.IO.24,130,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO365,Fished,114.7538721,-34.02368897,Brooke Gibbons,Claude,2020-10-15T08:23:00+08:00,South-west,C.IO.23,73.7,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO369,Fished,114.5913721,-34.02868897,Rachel,Claude,2020-11-23T10:08+08:00,South-west,C.IO.27,133,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO37,No-take,114.7188721,-34.10868897,Brooke Gibbons,Claude,2020-10-22T10:12:00+08:00,South-west,C.IO.55,130,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO370,Fished,114.6463721,-33.99618897,Rachel,Claude,2020-10-23T12:10:00+08:00,South-west,C.IO.26,141,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO372,Fished,114.6438721,-34.00618897,Daphne - period end @ 58:40,NA,2020-10-23T11:53:00+08:00,South-west,C.IO.26,140,Yes,No,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO374,Fished,114.7463721,-33.98618897,Hayley,Claude,2020-10-15T07:31:00+08:00,South-west,C.IO.25,72.9,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO377,No-take,114.7588721,-34.13868897,Rachel,Claude,2020-10-22T07:40:00+08:00,South-west,C.IO.69,113,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO378,Fished,114.6388721,-33.99368897,Rachel,Claude,2020-10-23T12:04:00+08:00,South-west,C.IO.26,141,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO379,No-take,114.6813721,-34.08368897,Rachel,Claude,2020-11-23T06:58+08:00,South-west,C.IO.14,138,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO4,No-take,114.7813721,-34.09118897,Hayley,Claude,2020-10-15T12:17:00+08:00,South-west,C.IO.43,65.6,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO40,No-take,114.7138721,-34.10368897,Brooke Gibbons,Claude,2020-10-22T10:17:00+08:00,South-west,C.IO.55,131,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO46,No-take,114.7113721,-34.06868897,Rachel,Claude,2020-10-23T06:44:00+08:00,South-west,C.IO.34,129,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO47,No-take,114.7113721,-34.06368897,Rachel,Claude,2020-10-23T06:53:00+08:00,South-west,C.IO.34,127,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO49,No-take,114.7063721,-34.06118897,Rachel,Brooke Gibbons,2020-10-23T06:59:00+08:00,South-west,C.IO.34,129,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO5,No-take,114.7763721,-34.08868897,Claude,Brooke Gibbons,2020-10-15T12:12:00+08:00,South-west,C.IO.43,66.7,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO58,No-take,114.7738721,-34.13618897,Brooke Gibbons,Claude,2020-10-22T07:21:00+08:00,South-west,C.IO.69,92.7,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO59,No-take,114.7663721,-34.14118897,Rachel,Claude,2020-10-22T07:33:00+08:00,South-west,C.IO.69,109,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO62,No-take,114.7663721,-34.13368897,Brooke Gibbons,Claude,2020-10-22T07:45:00+08:00,South-west,C.IO.69,105,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO64,Fished,114.8963721,-34.01368897,Ramesh,Claude,2020-10-19T11:26:00+08:00,South-west,C.IO.47,43.3,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO65,Fished,114.8888721,-34.01118897,Ramesh,Claude,2020-10-19T11:20:00+08:00,South-west,C.IO.53,43,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO66,Fished,114.8813721,-34.01618897,Rachel,Claude,2020-10-19T09:36:00+08:00,South-west,C.IO.19,42.8,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO71,Fished,114.6988721,-34.00368897,Rachel,Claude,2020-11-23T12:31+08:00,South-west,C.IO.41,121,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO72,Fished,114.8463721,-34.03618897,Ramesh,Claude,2020-10-19T09:05:00+08:00,South-west,C.IO.60,43.6,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO73,Fished,114.8588721,-34.02868897,Ramesh,NA,2020-10-19T09:22:00+08:00,South-west,C.IO.60,40.4,Yes,No,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO74,Fished,114.8513721,-34.02868897,Rachel,Claude,2020-10-19T09:14:00+08:00,South-west,C.IO.60,42.2,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO75,Fished,114.8538721,-34.03368897,Rachel,Claude,2020-10-19T09:10:00+08:00,South-west,C.IO.60,42.2,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO80,No-take,114.8888721,-34.09368897,Hayley,Claude,2020-10-16T10:30:00+08:00,South-west,C.IO.52,41.6,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO81,No-take,114.8913721,-34.09868897,Hayley,Claude,2020-10-16T10:20:00+08:00,South-west,C.IO.52,42,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO91,No-take,114.8938721,-34.09368897,Hayley,Claude,2020-10-16T10:25:00+08:00,South-west,C.IO.52,43.5,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO92,No-take,114.8863721,-34.09868897,Brooke Gibbons,Claude,2020-10-16T10:16:00+08:00,South-west,C.IO.52,42.3,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO95,No-take,114.7338721,-34.12618897,Daphne,Claude,2020-10-22T08:21:00+08:00,South-west,C.IO.68,124,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO96,No-take,114.7363721,-34.13618897,Brooke Gibbons,Rachel,2020-10-22T08:06:00+08:00,South-west,C.IO.68,127,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO98,No-take,114.7313721,-34.13368897,Daphne,Claude,2020-10-22T08:13:00+08:00,South-west,C.IO.68,128,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IOC04,No-take,114.749265,-34.08755,Rachel,Claude,2020-10-22T13:16:00+08:00,South-west,C.IO.12,109,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IOC05,No-take,114.899843,-34.05394,Rachel,Claude,2020-10-29T10:46:00+08:00,South-west,C.IO.3,43.2,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IO215,No-take,114.9263721,-34.06868897,Hayley,Ramesh/Claude,2020-10-16T12:34:00+08:00,South-west,C.IO.2,46.7,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IOCP11-1,Fished,114.696642,-33.992845,Daphne,Claude,2020-11-23T12:39+08:00,South-west,C.IO.41,124,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IOCP11-2,Fished,114.692773,-33.974332,Daphne,Claude,2020-11-23T12:47+08:00,South-west,C.IO.41,124,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IOCP2311,Fished,114.601465,-34.01858,Daphne,Claude,2020-11-23T10:19+08:00,South-west,C.IO.46,142,Yes,Yes,NA,NA,NA,NA
2020-10_south-west_stereoBRUVs,IOREDO344,No-take,114.6744,-34.0844,Daphne - finishes at 59:27,Claude,2020-11-23T07:12+08:00,South-west,C.IO.14,138,Yes,Yes,NA,NA,NA,NA
2021-05_Abrolhos_stereo-BRUVs,npz6.26,No-take,113.4563,-28.0937,Molly Gerrans,Molly Gerrans,2021-05-12T08:43:00+08:00,NPZ6,npz6.29,33.7,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.27,No-take,113.4464,-28.0562,Molly Gerrans,Molly Gerrans,2021-05-12T09:21:00+08:00,NPZ6,npz6.30,39,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.14,No-take,113.4213,-28.0937,Molly Gerrans,Molly Gerrans,2021-05-12T08:56:00+08:00,NPZ6,npz6.14,42.1,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.18,No-take,113.4438,-28.0962,Molly Gerrans,Molly Gerrans,2021-05-12T08:48:00+08:00,NPZ6,npz6.19,42.7,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.2,No-take,113.4339,-28.0612,Molly Gerrans,Molly Gerrans,2021-05-12T09:26:00+08:00,NPZ6,npz6.2,43.6,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.22,No-take,113.4512,-28.0687,Molly Gerrans,Molly Gerrans,2021-05-12T09:16:00+08:00,NPZ6,npz6.23,45,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.20,No-take,113.4593,-28.0736,Molly Gerrans,Molly Gerrans,2021-05-12T09:13:00+08:00,NPZ6,npz6.21,50.4,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.24,No-take,113.4414,-28.0787,Molly Gerrans,Molly Gerrans,2021-05-12T09:07:00+08:00,NPZ6,npz6.27,53.7,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.6,No-take,113.4439,-28.0837,Molly Gerrans,Molly Gerrans,2021-05-12T09:04:00+08:00,NPZ6,npz6.6,55.1,Yes,Yes,Yes,No,Unknown,NA
2021-05_Abrolhos_stereo-BRUVs,npz6.21,No-take,113.3992,-28.0714,Molly Gerrans,Molly Gerrans,2021-05-12T10:54:00+08:00,NPZ6,npz6.22,59.3,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.5,No-take,113.3935,-28.0636,Molly Gerrans,Molly Gerrans,2021-05-12T10:50:00+08:00,NPZ6,npz6.5,65.8,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Fished,113.4089,-28.1062,Molly Gerrans,Molly Gerrans,2021-05-12T15:02:00+08:00,NPZ6,out6.9,66.5,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.4,No-take,113.3988,-28.0814,Molly Gerrans,Molly Gerrans,2021-05-12T10:57:00+08:00,NPZ6,npz6.4,67.5,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.9,No-take,113.3814,-28.0386,Molly Gerrans,Claude Spencer,2021-05-12T11:28:00+08:00,NPZ6,npz6.9,77.2,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.9,No-take,113.1888,-27.1288,Molly Gerrans,Molly Gerrans,2021-05-15T08:48:00+08:00,NPZ9,npz9.9,82.1,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.11,No-take,113.1889,-27.1238,Molly Gerrans,Claude Spencer,2021-05-15T08:46:00+08:00,NPZ9,npz9.11,85.8,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.19,No-take,113.1764,-27.1539,Molly Gerrans,N/A,2021-05-15T08:58:00+08:00,NPZ9,npz9.19,87.1,Yes,No,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.5,No-take,113.214,-27.151,Molly Gerrans,Molly Gerrans,2021-05-15T08:09:00+08:00,NPZ9,npz9.5,87.8,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.30,No-take,113.1864,-27.1187,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T08:43:00+08:00,NPZ9,npz9.30,90.3,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.26,No-take,113.2139,-27.1437,Molly Gerrans,Claude Spencer,2021-05-15T08:14:00+08:00,NPZ9,npz9.26,90.9,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.2,No-take,113.1465,-27.1411,Molly Gerrans,Claude Spencer,2021-05-15T10:52:00+08:00,NPZ9,npz9.2,92.1,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.12,No-take,113.2039,-27.1462,Molly Gerrans,Molly Gerrans,2021-05-15T08:19:00+08:00,NPZ9,npz9.12,92.2,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.10,No-take,113.1565,-27.1638,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T10:36:00+08:00,NPZ9,npz9.10,93.6,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.17,No-take,113.3839,-28.0837,Molly Gerrans,Molly Gerrans,2021-05-12T11:03:00+08:00,NPZ6,npz6.18,94,Yes,Yes,Yes,No,Unknown,NA
2021-05_Abrolhos_stereo-BRUVs,npz9.29,No-take,113.2089,-27.1313,Molly Gerrans,Molly Gerrans,2021-05-15T08:27:00+08:00,NPZ9,npz9.29,96.7,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.7,No-take,113.1964,-27.1162,Molly Gerrans,Molly Gerrans,2021-05-15T08:37:00+08:00,NPZ9,npz9.7,97.2,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.14,No-take,113.1364,-27.1438,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T10:56:00+08:00,NPZ9,npz9.14,101,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.22,No-take,113.1413,-27.1537,Molly Gerrans,Claude Spencer,2021-05-15T10:34:00+08:00,NPZ9,npz9.22,102,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.3,No-take,113.1239,-27.1312,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T11:04:00+08:00,NPZ9,npz9.3,104,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Fished,113.3939,-28.1137,Molly Gerrans,Molly Gerrans,2021-05-12T14:57:00+08:00,NPZ6,NA,104,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.4,No-take,113.1139,-27.1163,Molly Gerrans,N/A,2021-05-15T13:11:00+08:00,NPZ9,npz9.4,104,Yes,No,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.8,No-take,113.1189,-27.1261,Molly Gerrans,Claude Spencer,2021-05-15T11:08:00+08:00,NPZ9,npz9.8,105,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.16,No-take,113.109,-27.1187,Molly Gerrans,Claude Spencer,2021-05-15T13:16:00+08:00,NPZ9,npz9.16,108,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.13,No-take,113.1038,-27.1113,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T13:27:00+08:00,NPZ9,npz9.13,109,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.13,No-take,113.3714,-28.0611,Molly Gerrans,Molly Gerrans,2021-05-12T11:19:00+08:00,NPZ6,npz6.13,109,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.10,No-take,113.3764,-28.0787,Molly Gerrans,Molly Gerrans,2021-05-12T11:07:00+08:00,NPZ6,npz6.10,112,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.17,No-take,113.0913,-27.1012,Molly Gerrans,Claude Spencer,2021-05-15T13:37:00+08:00,NPZ9,npz9.17,114,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.27,No-take,113.1014,-27.1164,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T13:21:00+08:00,NPZ9,npz9.27,114,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.1,No-take,113.0863,-27.0962,Molly Gerrans,Claude Spencer,2021-05-15T13:43:00+08:00,NPZ9,npz9.1,116,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.24,No-take,113.1067,-27.1311,Molly Gerrans,Claude Spencer/Molly Gerrans,2021-05-15T11:14:00+08:00,NPZ9,npz9.24,117,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.21,No-take,113.1014,-27.1362,Molly Gerrans,Claude Spencer,2021-05-15T11:26:00+08:00,NPZ9,npz9.21,122,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.C02,Fished,113.385,-28.118,Molly Gerrans,Molly Gerrans,2021-05-12T14:52:00+08:00,NPZ6,NA,125,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.18,No-take,113.0664,-27.1236,Molly Gerrans,Claude Spencer,2021-05-15T14:08:00+08:00,NPZ9,npz9.18,132,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.28,No-take,113.0538,-27.1013,Molly Gerrans,Claude Spencer,2021-05-15T13:57:00+08:00,NPZ9,npz9.28,132,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz9.25,No-take,113.074,-27.1462,Molly Gerrans,Claude Spencer,2021-05-15T14:17:00+08:00,NPZ9,npz9.25,133,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.C01,Fished,113.3706,-28.1078,Molly Gerrans,Molly Gerrans,2021-05-12T14:39:00+08:00,NPZ6,NA,138,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.15,No-take,113.3488,-28.0588,Molly Gerrans,Claude Spencer,2021-05-12T11:41:00+08:00,NPZ6,npz6.15,145,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.28,Fished,113.3663,-28.1237,Molly Gerrans,Molly Gerrans,2021-05-12T14:45:00+08:00,NPZ6,out6.1,149,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.8,No-take,113.3413,-28.0688,Molly Gerrans,Molly Gerrans,2021-05-12T11:45:00+08:00,NPZ6,npz6.8,154,Yes,Yes,Yes,Yes,Unknown,Unknown
2021-05_Abrolhos_stereo-BRUVs,npz6.12,No-take,113.2763,-28.0512,NA,N/A,2021-05-12T13:48:00+08:00,NPZ6,npz6.12,185,No,No,Yes,Yes,Unknown,Unknown
2021-05_PtCloates_stereo-BRUVs,17,Fished,113.5195,-22.7757,Charlotte Aston,Henry Evans,2021-05-18T12:28+08:00,Point Cloates,outNP.5,104,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,22,Fished,113.4964,-22.7812,Charlotte Aston,Henry Evans,2021-05-18T12:19+08:00,Point Cloates,outNP.10,138,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,25,Fished,113.4939,-22.7937,Charlotte Aston,Henry Evans,2021-05-18T12:11+08:00,Point Cloates,outNP.13,135,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,15,Fished,113.5138,-22.7461,Charlotte Aston,Henry Evans,2021-05-18T12:40+08:00,Point Cloates,outNP.3,130,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,7,No-take,113.5365,-22.7287,Charlotte Aston,Molly Gerrans,2021-05-18T12:57+08:00,Point Cloates,inNP.7,100,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,13,Fished,113.5041,-22.7963,Charlotte Aston,Molly Gerrans,2021-05-18T12:08+08:00,Point Cloates,outNP.1,116,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,12,No-take,113.5214,-22.7262,Charlotte Aston,Molly Gerrans,2021-05-18T12:48+08:00,Point Cloates,inNP.12,126,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,16,Fished,113.5115,-22.7812,Gabby Cummins,N/A,2021-05-18T12:24+08:00,Point Cloates,outNP.4,111,Yes,No,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,21,Fished,113.5189,-22.7563,Gabby Cummins,Molly Gerrans,2021-05-18T12:36+08:00,Point Cloates,outNP.9,112,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,6,No-take,113.5465,-22.721,Charlotte Aston,Molly Gerrans,2021-05-18T14:41+08:00,Point Cloates,inNP.6,88.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,2,No-take,113.5386,-22.7108,Charlotte Aston,Molly Gerrans,2021-05-18T14:46+08:00,Point Cloates,inNP.2,104,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,3,No-take,113.5263,-22.7087,Charlotte Aston,Molly Gerrans,2021-05-18T14:51+08:00,Point Cloates,inNP.3,129,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,1,No-take,113.5315,-22.696,Charlotte Aston/Henry Evans,Molly Gerrans,2021-05-18T14:56+08:00,Point Cloates,inNP.1,129,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,4,No-take,113.5413,-22.6937,Charlotte Aston,Molly Gerrans,2021-05-18T15:00+08:00,Point Cloates,inNP.4,110,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,27,No-take,113.556,-22.7027,Gabby Cummins,Molly Gerrans,2021-05-18T15:06+08:00,Point Cloates,NA,77.8,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,8,No-take,113.5563,-22.6884,Charlotte Aston,Molly Gerrans,2021-05-18T15:12+08:00,Point Cloates,inNP.8,89.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,11,No-take,113.5387,-22.6761,Charlotte Aston,Molly Gerrans,2021-05-18T15:20+08:00,Point Cloates,inNP.11,139,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,10,No-take,113.524,-22.6734,Charlotte Aston,Molly Gerrans,2021-05-18T15:27+08:00,Point Cloates,inNP.10,197,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,5,No-take,113.5139,-22.6837,Gabby Cummins,Molly Gerrans,2021-05-19T07:59+08:00,Point Cloates,inNP.5,206,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,9,No-take,113.5064,-22.6962,Gabby Cummins,In progress - weird jumping (check with Claude),2021-05-19T08:27+08:00,Point Cloates,inNP.9,207,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,18,Fished,113.4913,-22.7311,Gabby Cummins,Molly Gerrans,2021-05-19T08:40+08:00,Point Cloates,outNP.6,204,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,23,Fished,113.4887,-22.7362,Gabby Cummins,Molly Gerrans,2021-05-19T08:42+08:00,Point Cloates,outNP.11,204,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,14,Fished,113.4991,-22.7413,Gabby Cummins,Molly Gerrans,2021-05-19T08:48+08:00,Point Cloates,outNP.2,179,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,19,Fished,113.484,-22.7437,Gabby Cummins,Molly Gerrans,2021-05-19T08:53+08:00,Point Cloates,outNP.7,206,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2021-05_PtCloates_stereo-BRUVs,26,Fished,113.4763,-22.7537,Gabby Cummins,Molly Gerrans,2021-05-19T08:59+08:00,Point Cloates,outNP.14,209,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,1,No-take,113.5447,-22.7221,Kaitlin McCloghry,Henry Evans,2022-05-22T10:03:24+08:00,NA,NA,93.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,2,No-take,113.5628,-22.6957,Kaitlin McCloghry,Henry Evans,2022-05-22T14:16:25+08:00,NA,NA,77.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,3,No-take,113.5515,-22.7379,Kaitlin McCloghry,Henry Evans,2022-05-20T14:34:36+08:00,NA,NA,78.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,4,No-take,113.5555,-22.7337,Kaitlin McCloghry,Henry Evans,2022-05-20T14:40:43+08:00,NA,NA,73.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,5,No-take,113.5506,-22.7218,Kaitlin McCloghry,Henry Evans,2022-05-22T08:50:54+08:00,NA,NA,81.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,6,No-take,113.5531,-22.7459,Kaitlin McCloghry,Henry Evans,2022-05-20T12:30:12+08:00,NA,NA,74.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
