campaignid,period,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,caab_code,count
2020-10_south-west_BOSS,122,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,5
2020-10_south-west_BOSS,122,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,20
2020-10_south-west_BOSS,122,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,3
2020-10_south-west_BOSS,123,Biota,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,11168917,1
2020-10_south-west_BOSS,123,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,3
2020-10_south-west_BOSS,123,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,10
2020-10_south-west_BOSS,123,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,12
2020-10_south-west_BOSS,123,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,123,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,13
2020-10_south-west_BOSS,123,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,25
2020-10_south-west_BOSS,125,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,5
2020-10_south-west_BOSS,125,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,5
2020-10_south-west_BOSS,125,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,20
2020-10_south-west_BOSS,125,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,3
2020-10_south-west_BOSS,125,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,125,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,1
2020-10_south-west_BOSS,125,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,13
2020-10_south-west_BOSS,125,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,11
2020-10_south-west_BOSS,126,Biota,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,11290907,5
2020-10_south-west_BOSS,126,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,3
2020-10_south-west_BOSS,126,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2020-10_south-west_BOSS,126,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,3
2020-10_south-west_BOSS,126,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,11
2020-10_south-west_BOSS,126,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,7
2020-10_south-west_BOSS,126,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,3
2020-10_south-west_BOSS,126,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,16
2020-10_south-west_BOSS,126,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,16
2020-10_south-west_BOSS,130,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,4
2020-10_south-west_BOSS,130,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,30
2020-10_south-west_BOSS,130,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,20
2020-10_south-west_BOSS,130,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,3
2020-10_south-west_BOSS,130,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,21
2020-10_south-west_BOSS,132,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,8
2020-10_south-west_BOSS,132,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,30
2020-10_south-west_BOSS,132,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,21
2020-10_south-west_BOSS,132,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,9
2020-10_south-west_BOSS,132,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,6
2020-10_south-west_BOSS,133,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,23
2020-10_south-west_BOSS,133,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,2
2020-10_south-west_BOSS,133,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,5
2020-10_south-west_BOSS,133,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,21
2020-10_south-west_BOSS,133,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2020-10_south-west_BOSS,133,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,3
2020-10_south-west_BOSS,133,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,12
2020-10_south-west_BOSS,134,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,3
2020-10_south-west_BOSS,134,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,9
2020-10_south-west_BOSS,134,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,1
2020-10_south-west_BOSS,134,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,4
2020-10_south-west_BOSS,134,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,20
2020-10_south-west_BOSS,134,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,5
2020-10_south-west_BOSS,134,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2020-10_south-west_BOSS,134,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,134,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,13
2020-10_south-west_BOSS,134,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,10
2020-10_south-west_BOSS,135,Biota,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,11001000,5
2020-10_south-west_BOSS,135,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,4
2020-10_south-west_BOSS,135,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,2
2020-10_south-west_BOSS,135,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,135,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,2
2020-10_south-west_BOSS,135,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,36
2020-10_south-west_BOSS,136,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000000,1
2020-10_south-west_BOSS,136,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,7
2020-10_south-west_BOSS,136,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,2
2020-10_south-west_BOSS,136,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,6
2020-10_south-west_BOSS,136,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,3
2020-10_south-west_BOSS,136,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,1
2020-10_south-west_BOSS,136,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,39
2020-10_south-west_BOSS,145,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,5
2020-10_south-west_BOSS,145,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,5
2020-10_south-west_BOSS,145,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,29
2020-10_south-west_BOSS,145,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,1
2020-10_south-west_BOSS,145,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,3
2020-10_south-west_BOSS,145,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,17
2020-10_south-west_BOSS,145,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,9
2020-10_south-west_BOSS,146,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,10
2020-10_south-west_BOSS,146,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,1
2020-10_south-west_BOSS,146,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300930,1
2020-10_south-west_BOSS,146,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,8
2020-10_south-west_BOSS,146,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,36
2020-10_south-west_BOSS,146,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,23
2020-10_south-west_BOSS,147,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,3
2020-10_south-west_BOSS,147,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,7
2020-10_south-west_BOSS,147,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,2
2020-10_south-west_BOSS,147,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,2
2020-10_south-west_BOSS,147,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,16
2020-10_south-west_BOSS,147,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,10
2020-10_south-west_BOSS,147,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,31
2020-10_south-west_BOSS,15,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,4
2020-10_south-west_BOSS,15,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2020-10_south-west_BOSS,15,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,2
2020-10_south-west_BOSS,15,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,37
2020-10_south-west_BOSS,15,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,15
2020-10_south-west_BOSS,15,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2020-10_south-west_BOSS,15,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,1
2020-10_south-west_BOSS,15,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,10
2020-10_south-west_BOSS,15,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,8
2020-10_south-west_BOSS,152,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,3
2020-10_south-west_BOSS,152,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2020-10_south-west_BOSS,152,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,3
2020-10_south-west_BOSS,152,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,10
2020-10_south-west_BOSS,152,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,4
2020-10_south-west_BOSS,152,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,1
2020-10_south-west_BOSS,152,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,38
2020-10_south-west_BOSS,152,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,13
2020-10_south-west_BOSS,157,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000000,2
2020-10_south-west_BOSS,157,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,6
2020-10_south-west_BOSS,157,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2020-10_south-west_BOSS,157,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,2
2020-10_south-west_BOSS,157,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,10
2020-10_south-west_BOSS,157,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,12
2020-10_south-west_BOSS,157,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,5
2020-10_south-west_BOSS,157,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,1
2020-10_south-west_BOSS,157,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,3
2020-10_south-west_BOSS,157,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,157,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,2
2020-10_south-west_BOSS,157,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,15
2020-10_south-west_BOSS,157,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,15
2020-10_south-west_BOSS,158,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,2
2020-10_south-west_BOSS,158,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,34
2020-10_south-west_BOSS,158,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,42
2020-10_south-west_BOSS,16,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,1
2020-10_south-west_BOSS,16,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,34
2020-10_south-west_BOSS,16,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,4
2020-10_south-west_BOSS,16,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,5
2020-10_south-west_BOSS,16,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000901,1
2020-10_south-west_BOSS,16,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,5
2020-10_south-west_BOSS,16,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,15
2020-10_south-west_BOSS,16,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,7
2020-10_south-west_BOSS,17,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2020-10_south-west_BOSS,17,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,69
2020-10_south-west_BOSS,17,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,2
2020-10_south-west_BOSS,17,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,1
2020-10_south-west_BOSS,17,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,1
2020-10_south-west_BOSS,17,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,4
2020-10_south-west_BOSS,180,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,76
2020-10_south-west_BOSS,181,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,1
2020-10_south-west_BOSS,181,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,79
2020-10_south-west_BOSS,189,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,2
2020-10_south-west_BOSS,189,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,78
2020-10_south-west_BOSS,191,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,1
2020-10_south-west_BOSS,191,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,6
2020-10_south-west_BOSS,191,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,65
2020-10_south-west_BOSS,192,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,5
2020-10_south-west_BOSS,192,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,1
2020-10_south-west_BOSS,192,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,1
2020-10_south-west_BOSS,192,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,73
2020-10_south-west_BOSS,194,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,2
2020-10_south-west_BOSS,194,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,2
2020-10_south-west_BOSS,194,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,1
2020-10_south-west_BOSS,194,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,75
2020-10_south-west_BOSS,195,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,15
2020-10_south-west_BOSS,195,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,2
2020-10_south-west_BOSS,195,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,1
2020-10_south-west_BOSS,195,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,29
2020-10_south-west_BOSS,195,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,10
2020-10_south-west_BOSS,195,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,3
2020-10_south-west_BOSS,195,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,14
2020-10_south-west_BOSS,195,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,2
2020-10_south-west_BOSS,199,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2020-10_south-west_BOSS,199,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,2
2020-10_south-west_BOSS,199,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,43
2020-10_south-west_BOSS,199,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,4
2020-10_south-west_BOSS,199,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,2
2020-10_south-west_BOSS,199,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,19
2020-10_south-west_BOSS,199,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,6
2020-10_south-west_BOSS,201,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2020-10_south-west_BOSS,201,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2020-10_south-west_BOSS,201,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300904,1
2020-10_south-west_BOSS,201,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300908,3
2020-10_south-west_BOSS,201,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300909,4
2020-10_south-west_BOSS,201,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300910,11
2020-10_south-west_BOSS,201,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,201,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,28
2020-10_south-west_BOSS,201,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001013,29
2020-10_south-west_BOSS,204,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2020-10_south-west_BOSS,204,Biota,Sessile invertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,99900044,2
2020-10_south-west_BOSS,204,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000903,2
2020-10_south-west_BOSS,204,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000912,3
2020-10_south-west_BOSS,204,Physical,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,82001001,2
