"","sample","latitude","longitude","date","site","location","depth","successful.count","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","method","campaignid","broad.bryozoa","ID","Z","slope","aspect","TPI","TRI","roughness","detrended","lineartrend","inverts"
"11","19",-22.7314,113.5313,20210520,"inNP.19","Point Cloates",106,"Yes",0,2,4,5,13,28,52,0.945945945945946,0.704980139434436,"BOSS",NA,0,11,-109.484848022461,0.81112287127561,285.037886500036,0.217988014221191,2.66384029388428,8.31711578369141,9.37378978729248,-118.85863494873,24
"12","20",-22.7187,113.5265,20210520,"inNP.20","Point Cloates",120,"Yes",0,0,2,7,9,36,54,1,0.338061701891407,"BOSS",NA,0,12,-123.135009765625,1.16418546056349,288.663161886072,0.408352851867676,3.85912799835205,12.386474609375,9.44611644744873,-132.581130981445,18
"13","21",-22.6963,113.544,20210520,"inNP.21","Point Cloates",103,"Yes",0,0,0,7,7,41,55,0.782608695652174,0.629392775379955,"BOSS",NA,0,13,-108.020126342773,1.11915686947507,288.76908370007,0.182391166687012,3.70668506622314,11.7395553588867,10.5799264907837,-118.600051879883,14
"14","22",-22.7438,113.5337,20210520,"inNP.22","Point Cloates",96.4,"Yes",0,0,1,2,0,55,58,0.184210526315789,0.392859452063192,"BOSS",NA,0,14,-100.063835144043,0.760129560648363,288.212169591948,0.0757951736450195,2.51219844818115,7.98397827148438,8.07959079742432,-108.143424987793,3
"15","24",-22.7113,113.5088,20210520,"inNP.24","Point Cloates",189,"Yes",0,0,0,0,0,53,53,0.025,0.158113883008419,"BOSS",NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,0
"16","25",-22.7262,113.4913,20210520,"outNP.1","Point Cloates",208,"Yes",0,0,0,0,0,57,57,0,0,"BOSS",NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,0
"17","26",-22.7388,113.5089,20210520,"outNP.2","Point Cloates",152,"Yes",0,0,1,1,3,43,48,0.236842105263158,0.489578446703416,"BOSS",NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,5
"18","27",-22.7635,113.4964,20210519,"outNP.3","Point Cloates",162,"Yes",0,0,0,0,0,60,60,0,0,"BOSS",NA,0,18,-167.20231628418,1.75670394568207,291.297550152849,-0.0431308746337891,5.8209400177002,18.0047454833984,-13.993839263916,-153.208480834961,0
"19","28",-22.7585,113.4762,20210519,"outNP.4","Point Cloates",206,"Yes",0,0,0,0,0,43,43,0,0,"BOSS",NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,0
"20","29",-22.7758,113.494,20210519,"outNP.5","Point Cloates",152,"Yes",0,0,1,1,5,46,53,0.583333333333333,0.554204706893452,"BOSS",NA,0,20,-153.406890869141,1.91258873418787,292.589680801839,0.352258682250977,6.27018928527832,21.4398193359375,-4.68288516998291,-148.723999023438,7
"21","30",-22.7887,113.4839,20210519,"outNP.6","Point Cloates",169,"Yes",0,1,2,0,0,50,53,0.0571428571428571,0.235504107976803,"BOSS",NA,0,21,-174.332733154297,1.55101496219352,295.516328054794,-1.57540130615234,5.08499145507812,17.56298828125,-15.4359121322632,-158.896820068359,3
"22","31",-22.7936,113.5041,20210519,"outNP.7","Point Cloates",116,"Yes",0,0,3,4,11,29,47,1.25,0.493548116792825,"BOSS",NA,0,22,-120.639953613281,0.867102447245966,284.951050038779,0.0944070816040039,2.84310817718506,9.14073944091797,6.22507810592651,-126.865028381348,18
"23","32",-22.7537,113.4863,20210519,"outNP.8","Point Cloates",194,"Yes",0,0,0,0,0,35,35,0,0,"BOSS",NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,0
"24","33",-22.7163,113.4963,20210520,"outNP.9","Point Cloates",207,"Yes",0,0,0,0,0,48,48,0,0,"BOSS",NA,0,24,NA,NA,NA,NA,NA,NA,NA,NA,0
"25","34",-22.7662,113.4889,20210519,"outNP.10","Point Cloates",179,"Yes",0,0,2,2,1,43,48,0.1,0.3038218101251,"BOSS",NA,0,25,-183.035430908203,1.24725242431377,291.11814215356,-0.609294891357422,4.10430526733398,13.5076141357422,-20.9100379943848,-162.125396728516,5
"26","36",-22.7564,113.4711,20210519,"outNP.12","Point Cloates",215,"Yes",0,0,0,0,0,32,32,0,0,"BOSS",NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,0
"27","37",-22.7836,113.4886,20210519,"outNP.13","Point Cloates",156,"Yes",0,0,0,0,0,49,49,0.0588235294117647,0.238832573610613,"BOSS",NA,0,27,-165.729431152344,1.98099332376988,292.772625475459,-0.162250518798828,6.54368209838867,21.6112823486328,-10.8113765716553,-154.918060302734,0
"28","39",-22.7938,113.4843,20210519,"outNP.15","Point Cloates",156,"Yes",0,1,1,2,2,46,52,0.354838709677419,0.48637345711392,"BOSS",NA,0,28,-159.557922363281,1.96287884991451,291.594645966692,0.417974472045898,6.49648094177246,21.3384857177734,-6.42374134063721,-153.134185791016,6
"29","40",-22.7809,113.4964,20210519,"outNP.16","Point Cloates",138,"Yes",0,1,2,0,5,43,51,0.594594594594595,0.643750273331526,"BOSS",NA,0,29,-140.505035400391,1.59408939274151,290.487874453884,0.537076950073242,5.25607490539551,17.3511962890625,2.26831388473511,-142.773345947266,8
"30","42",-22.7887,113.4764,20210519,"outNP.18","Point Cloates",184,"Yes",0,0,0,0,0,47,47,0.025,0.158113883008419,"BOSS",NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,0
"31","43",-22.7587,113.4991,20210519,"outNP.19","Point Cloates",160,"Yes",0,0,0,0,0,60,60,0,0,"BOSS",NA,0,31,-166.067535400391,1.69763207454285,285.388486249178,-0.470224380493164,5.49293327331543,16.7208862304688,-13.6433715820312,-152.424163818359,0
"32","44",-22.7912,113.5064,20210519,"outNP.20","Point Cloates",114,"Yes",0,0,6,4,14,25,49,1.08571428571429,0.445330582523918,"BOSS",NA,0,32,-118.298492431641,0.84015857290267,283.967106603215,-0.0565452575683594,2.73017692565918,8.55342864990234,6.36926746368408,-124.667762756348,24
"33","45",-22.7512,113.4889,20210519,"outNP.21","Point Cloates",191,"Yes",0,0,0,0,0,50,50,0,0,"BOSS",NA,0,33,NA,NA,NA,NA,NA,NA,NA,NA,0
"34","46",-22.7463,113.5214,20210520,"outNP.22","Point Cloates",113,"Yes",0,0,2,3,7,31,43,0.6875,0.535061045658012,"BOSS",NA,0,34,-115.247352600098,NA,NA,NA,NA,10.8217315673828,8.66253566741943,-123.909889221191,12
"35","47",-22.7637,113.4839,20210519,"outNP.23","Point Cloates",190,"Yes",0,0,0,0,0,50,50,0,0,"BOSS",NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,0
"36","48",-22.7712,113.4688,20210519,"outNP.24","Point Cloates",208,"Yes",0,0,0,0,0,58,58,0,0,"BOSS",NA,0,36,NA,NA,NA,NA,NA,NA,NA,NA,0
"37","49",-22.7986,113.4864,20210519,"outNP.25","Point Cloates",148,"Yes",0,0,2,1,2,33,38,0.314285714285714,0.471008215953606,"BOSS",NA,0,37,-150.64631652832,NA,NA,NA,NA,NA,-1.14282178878784,-149.503494262695,5
"38","50",-22.7026,113.556,20210520,NA,"Point Cloates",77.6,"Yes",0,0,6,11,20,15,52,1.88372093023256,0.956414492869353,"BOSS",NA,0,38,-81.993293762207,0.687966121186167,286.733585867264,0.252223968505859,2.26445388793945,7.35023498535156,11.0505628585815,-93.0438537597656,37
"39","M1",-22.7228,113.4986,20210520,NA,"Point Cloates",197,"Yes",0,0,0,2,0,54,56,0.0666666666666667,0.253708131702462,"BOSS",NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,2
"40","248",-22.7609,113.5473,20220519,NA,NA,76.6,"Yes",0,0,0,0,0,78,78,0,0,"BOSS",NA,0,40,-77.0992126464844,0.471793596222156,276.613707513151,0.243741989135742,1.54708671569824,5.22972106933594,7.28510141372681,-84.3843154907227,0
"41","224",-22.7598,113.5487,20220519,NA,NA,76.1,"Yes",0,0,0,0,0,74,74,0,0,"BOSS",NA,0,41,-77.0992126464844,0.471793596222156,276.613707513151,0.243741989135742,1.54708671569824,5.22972106933594,7.28510141372681,-84.3843154907227,0
"42","232",-22.7576,113.5368,20220519,NA,NA,90.9,"Yes",0,0,3,4,1,66,74,0.181818181818182,0.474962341232677,"BOSS",NA,0,42,-91.9797134399414,0.763701804991571,285.987432303399,-0.223734855651855,2.5172872543335,8.20698547363281,6.56259202957153,-98.5423049926758,8
"43","211",-22.7554,113.54,20220519,NA,NA,87.2,"Yes",0,0,2,2,2,73,79,0.125,0.333711906235957,"BOSS",NA,0,43,-85.968017578125,0.829569535214395,286.782709413518,0.51237678527832,2.76813507080078,8.74993896484375,7.77415132522583,-93.7421722412109,6
"44","226",-22.7536,113.5408,20220519,NA,NA,86.6,"Yes",0,0,0,0,0,79,79,0,0,"BOSS",NA,0,44,-87.4299392700195,0.877122582365882,288.541822485782,0.0895681381225586,2.90444087982178,8.80680084228516,7.23258256912231,-94.6625213623047,0
"45","203",-22.7548,113.55,20220519,NA,NA,75.7,"Yes",0,0,1,0,0,72,73,0.134615384615385,0.344642250084035,"BOSS",NA,0,45,-75.6726913452148,0.586130297639539,284.969269405043,0.229132652282715,1.92002773284912,6.06957244873047,7.66757965087891,-83.3402709960938,1
"46","207",-22.7523,113.5552,20220519,NA,NA,71.4,"Yes",0,0,0,0,0,79,79,0.0377358490566038,0.192380247561097,"BOSS",NA,0,46,-72.7392272949219,0.339214127918065,269.393928436239,0.0741214752197266,1.09412002563477,3.15163421630859,7.14319944381714,-79.8824234008789,0
"47","221",-22.7519,113.5483,20220519,NA,NA,78.4,"Yes",0,0,0,0,0,80,80,0.0172413793103448,0.131306432859723,"BOSS",NA,0,47,-79.9201583862305,0.702978288184574,283.491338572538,-0.190271377563477,2.31915664672852,6.97079467773438,7.34616756439209,-87.2663269042969,0
"48","264",-22.7655,113.5389,20220519,NA,NA,81.6,"Yes",25,0,0,7,15,11,58,1.69047619047619,0.896826253344299,"BOSS",NA,0,48,-85.2107696533203,0.754202909360619,285.237404930432,0.348560333251953,2.50726318359375,7.80612945556641,7.72385787963867,-92.9346237182617,22
"49","262",-22.7635,113.5347,20220519,NA,NA,91,"Yes",0,0,0,9,3,53,65,0.468085106382979,0.545776822909815,"BOSS",NA,0,49,-92.910758972168,0.731923738398919,289.424314888259,-0.158666610717773,2.4088134765625,7.82713317871094,6.58196544647217,-99.4927215576172,12
"50","265",-22.7561,113.529,20220519,NA,NA,99.2,"Yes",0,1,1,4,6,63,75,0.37037037037037,0.681183661718565,"BOSS",NA,0,50,-100.343162536621,0.674051762431103,289.501002156656,0.288211822509766,2.21541213989258,7.30948638916016,8.53965473175049,-108.882820129395,12
"51","266",-22.7531,113.5301,20220519,NA,NA,98.5,"Yes",0,0,0,9,10,56,75,0.679245283018868,0.510414044057913,"BOSS",NA,0,51,-101.532432556152,0.704035224042957,289.5392149006,0.068328857421875,2.33800506591797,7.54261779785156,8.50765514373779,-110.040084838867,19
"52","253",-22.7509,113.538,20220519,NA,NA,91.2,"Yes",0,0,3,4,2,64,73,0.25,0.436666882304686,"BOSS",NA,0,52,-92.080192565918,0.759088340371934,288.895172959513,-0.216163635253906,2.48135948181152,8.28483581542969,6.49133205413818,-98.5715255737305,9
"53","270",-22.7511,113.5387,20220519,NA,NA,91,"Yes",4,0,2,5,6,31,48,1.06976744186047,1.33444029353507,"BOSS",NA,0,53,-92.080192565918,0.759088340371934,288.895172959513,-0.216163635253906,2.48135948181152,8.28483581542969,6.49133205413818,-98.5715255737305,13
"54","201",-22.7488,113.5378,20220519,NA,NA,94.9,"Yes",0,0,0,2,2,71,75,0.12280701754386,0.331133089266261,"BOSS",NA,0,54,-93.1661071777344,0.710875437008561,287.4774197306,-0.304373741149902,2.3456563949585,7.66449737548828,6.42241144180298,-99.5885162353516,4
"55","237",-22.7502,113.5462,20220519,NA,NA,81.8,"Yes",0,0,0,0,0,79,79,0,0,"BOSS",NA,0,55,-82.4313659667969,0.662507930113215,286.652943689235,0.125988960266113,2.14307117462158,7.20716094970703,7.51509284973145,-89.9464569091797,0
"56","240",-22.749,113.5509,20220519,NA,NA,75,"Yes",0,0,0,0,0,77,77,0.0508474576271186,0.221571877771722,"BOSS",NA,0,56,-77.4905395507812,0.761522421515422,282.229413193241,0.153210639953613,2.50264263153076,7.24423217773438,7.91310930252075,-85.4036483764648,0
"57","255",-22.7444,113.5428,20220521,NA,NA,87.3,"Yes",0,0,0,0,0,72,72,0,0,"BOSS",NA,0,57,-87.7507629394531,0.840892853657797,279.281603985399,0.177311897277832,2.73648548126221,7.93505859375,7.75267505645752,-95.5034408569336,0
"58","216",-22.7451,113.5437,20220521,NA,NA,86.5,"Yes",0,0,1,1,0,64,66,0.166666666666667,0.376621788577355,"BOSS",NA,0,58,-87.7507629394531,0.840892853657797,279.281603985399,0.177311897277832,2.73648548126221,7.93505859375,7.75267505645752,-95.5034408569336,2
"59","269",-22.7429,113.5458,20220521,NA,NA,83.1,"Yes",0,0,2,0,2,75,79,0.05,0.219784177651083,"BOSS",NA,0,59,-85.2959060668945,0.726783232422141,288.09494404011,0.410810470581055,2.42703437805176,7.59733581542969,8.14707851409912,-93.442985534668,4
"60","231",-22.7464,113.5529,20220521,NA,NA,73.9,"Yes",0,0,0,0,0,77,77,0,0,"BOSS",NA,0,60,-75.1030197143555,0.703598366092572,280.960281855808,0.340898513793945,2.31546211242676,6.7056884765625,8.42694282531738,-83.5299606323242,0
"61","245",-22.7436,113.5519,20220521,NA,NA,75.8,"Yes",0,0,0,1,0,77,78,0.05,0.219784177651083,"BOSS",NA,0,61,-75.8501434326172,0.79192310580301,281.925294457195,0.22663402557373,2.60570812225342,7.59185791015625,8.36098098754883,-84.2111282348633,1
"62","209",-22.7402,113.5521,20220521,NA,NA,76.7,"Yes",0,0,0,0,0,76,76,0.0178571428571429,0.133630620956212,"BOSS",NA,0,62,-77.5338516235352,0.861098222762084,280.113773322818,-0.053410530090332,2.78566265106201,8.20920562744141,8.10263633728027,-85.6364898681641,0
"63","241",-22.7403,113.5387,20220521,NA,NA,94.4,"Yes",0,0,0,0,0,60,60,0,0,"BOSS",NA,0,63,-95.8408966064453,0.825999524832935,285.267769264081,-0.0281486511230469,2.72364807128906,8.47772216796875,7.99705982208252,-103.837959289551,0
"64","272",-22.7374,113.5422,20220521,NA,NA,89.2,"Yes",0,0,0,0,0,58,58,0,0,"BOSS",NA,0,64,-90.2241668701172,0.728642929298737,282.267860490611,0.0889625549316406,2.38073921203613,7.63087463378906,8.2227258682251,-98.446891784668,0
"65","244",-22.7347,113.5406,20220521,NA,NA,93,"Yes",0,0,0,0,0,52,52,0,0,"BOSS",NA,0,65,-94.2911605834961,0.895047972075941,285.614056604495,0.192779541015625,2.96230316162109,8.97411346435547,8.43841552734375,-102.72957611084,0
"66","219",-22.7317,113.543,20220521,NA,NA,90.7,"Yes",0,0,0,0,0,55,55,0,0,"BOSS",NA,0,66,-91.7996063232422,0.894984490195649,285.176168817034,0.228193283081055,2.93336296081543,9.04396057128906,8.69605255126953,-100.495658874512,0
"67","259",-22.7312,113.5443,20220521,NA,NA,88.9,"Yes",0,0,0,0,0,63,63,0,0,"BOSS",NA,0,67,-89.3117218017578,0.936058043107557,286.475806788726,0.0898609161376953,3.09324645996094,9.53062438964844,8.92656803131104,-98.2382888793945,0
"68","230",-22.7341,113.5543,20220523,NA,NA,76.9,"Yes",0,0,0,0,0,64,64,0,0,"BOSS",NA,0,68,-75.639518737793,0.739209361573196,284.905032221731,0.118452072143555,2.4641227722168,7.40956115722656,8.64866065979004,-84.2881774902344,0
"69","274",-22.7343,113.5502,20220523,NA,NA,79.2,"Yes",0,0,0,4,1,52,57,0.377777777777778,0.4903101471559,"BOSS",NA,0,69,-81.5308303833008,0.725784971005479,274.908493064609,0.186807632446289,2.27527236938477,6.69222259521484,8.57104969024658,-90.1018829345703,5
"70","205",-22.7321,113.5508,20220523,NA,NA,80.6,"Yes",0,0,1,24,6,28,59,1.06382978723404,0.247092248145165,"BOSS",NA,0,70,-81.8459396362305,0.676113463921031,279.935893235822,0.326892852783203,2.2004508972168,6.79087066650391,9.11201095581055,-90.9579544067383,31
"71","214",-22.733,113.5497,20220523,NA,NA,81.5,"Yes",0,0,2,0,0,74,76,0.0576923076923077,0.235435477898709,"BOSS",NA,0,71,-81.8459396362305,0.676113463921031,279.935893235822,0.326892852783203,2.2004508972168,6.79087066650391,9.11201095581055,-90.9579544067383,2
"72","256",-22.7326,113.5465,20220523,NA,NA,86.1,"Yes",0,0,0,6,0,48,54,0.2,0.405095746833467,"BOSS",NA,0,72,-84.828742980957,0.795683513483081,277.580192884922,0.367565155029297,2.55092620849609,7.78089141845703,9.23276805877686,-94.0615081787109,6
"73","233",-22.7305,113.5526,20220523,NA,NA,76.2,"Yes",0,0,0,0,0,58,58,0,0,"BOSS",NA,0,73,-80.2524566650391,0.636923156680108,282.494318224826,-0.317788124084473,2.09456157684326,6.54106140136719,8.50064849853516,-88.7531051635742,0
"74","251",-22.7277,113.554,20220523,NA,NA,76.4,"Yes",0,0,0,1,0,58,59,0.075,0.266746782836918,"BOSS",NA,0,74,-77.8478012084961,0.661183185903682,278.847670884952,-0.00635910034179688,2.13296890258789,6.22015380859375,8.68035316467285,-86.5281524658203,1
"75","212",-22.728,113.556,20220523,NA,NA,75,"Yes",0,0,0,0,1,71,72,0.0196078431372549,0.140028008402801,"BOSS",NA,0,75,-75.1239776611328,0.613232132046843,283.117212806597,0.208924293518066,2.02933025360107,6.08316802978516,8.42984390258789,-83.553825378418,1
"76","227",-22.7262,113.5569,20220523,NA,NA,74.3,"No",0,0,1,2,0,73,76,0.0175438596491228,0.132453235706504,"BOSS",NA,0,76,-75.8250198364258,0.602875517166293,283.679293946586,0.11030387878418,1.99310111999512,6.15719604492188,8.45788192749023,-84.2829055786133,3
"77","235",-22.7275,113.5434,20220525,NA,NA,93,"Yes",0,0,0,0,0,57,57,0,0,"BOSS",NA,0,77,-94.3593673706055,0.925400787651377,288.442226277401,0.0182905197143555,3.09008502960205,9.84769439697266,8.24917030334473,-102.608535766602,0
"78","218",-22.726,113.5411,20220525,NA,NA,97.7,"Yes",0,0,0,2,1,48,51,0.102564102564103,0.307354740604728,"BOSS",NA,0,78,-99.1594161987305,0.854947672484258,287.094620264672,-0.101141929626465,2.83858013153076,8.98921966552734,7.98820209503174,-107.147621154785,3
"79","249",-22.7248,113.5444,20220525,NA,NA,92.3,"Yes",0,0,0,0,0,50,50,0.0277777777777778,0.166666666666667,"BOSS",NA,0,79,-92.0182266235352,0.978909208751032,285.107810597444,-0.237893104553223,3.19079875946045,10.1244277954102,8.26238536834717,-100.280609130859,0
"80","208",-22.7252,113.5464,20220525,NA,NA,89.2,"Yes",0,0,0,2,1,55,58,0.1,0.3038218101251,"BOSS",NA,0,80,-92.0182266235352,0.978909208751032,285.107810597444,-0.237893104553223,3.19079875946045,10.1244277954102,8.26238536834717,-100.280609130859,3
"81","228",-22.7233,113.5472,20220525,NA,NA,88,"Yes",0,0,0,0,0,60,60,0.025,0.158113883008419,"BOSS",NA,0,81,-89.0401153564453,1.05053668941845,282.648289984784,-0.236265182495117,3.46230697631836,10.2622528076172,8.88922119140625,-97.9293365478516,0
"82","243",-22.7206,113.5573,20220525,NA,NA,74.4,"Yes",0,0,1,0,0,72,73,0.0392156862745098,0.196039211763921,"BOSS",NA,0,82,-76.9850692749023,0.615963568069954,281.95635163208,0.176398277282715,2.00718975067139,6.13503265380859,8.83683776855469,-85.821907043457,1
"83","217",-22.7179,113.5593,20220525,NA,NA,73.2,"Yes",0,0,0,1,0,66,67,0.0681818181818182,0.254971705929353,"BOSS",NA,0,83,-75.2835845947266,0.529772266411163,281.016162627164,0.0539770126342773,1.733717918396,5.19572448730469,8.20272350311279,-83.4863052368164,1
"84","223",-22.7188,113.5517,20220525,NA,NA,80.5,"Yes",0,0,0,1,0,63,64,0.025,0.158113883008419,"BOSS",NA,0,84,-83.0688095092773,0.780702246725776,283.113138175608,0.188522338867188,2.56893348693848,7.88331604003906,10.0948791503906,-93.163688659668,1
"85","260",-22.7177,113.5525,20220525,NA,NA,83.6,"Yes",0,0,1,3,0,49,53,0.3,0.464095480892257,"BOSS",NA,0,85,-83.7117919921875,0.862312110821036,279.963714013873,0.310306549072266,2.78680038452148,8.50377655029297,10.4000730514526,-94.1118621826172,4
"86","236",-22.717,113.5499,20220525,NA,NA,86.2,"Yes",0,0,0,0,0,49,49,0,0,"BOSS",NA,0,86,-87.646842956543,1.02357755511653,282.155352502554,0.14871883392334,3.40027332305908,9.973876953125,9.88769340515137,-97.534538269043,0
"87","215",-22.712,113.5562,20220525,NA,NA,79.6,"Yes",0,0,0,0,0,53,53,0,0,"BOSS",NA,0,87,-79.1149444580078,0.59938563783098,282.945762298053,-0.00151729583740234,1.96177768707275,6.10945129394531,10.1117458343506,-89.226692199707,0
"88","225",-22.7084,113.5624,20220525,NA,NA,72.1,"Yes",0,1,0,8,2,47,58,0.4,0.545376839841863,"BOSS",NA,0,88,-75.2234039306641,0.63722671825412,281.318364448487,0.207822799682617,2.07146263122559,6.28136444091797,9.11454200744629,-84.3379440307617,11
"89","252",-22.7054,113.5576,20220525,NA,NA,79.3,"Yes",0,0,0,3,1,55,59,0.2,0.405095746833467,"BOSS",NA,0,89,-81.1603240966797,0.662959949688673,286.243093031141,0.214194297790527,2.16789531707764,6.96763610839844,10.8941526412964,-92.0544738769531,4
"90","220",-22.7067,113.5554,20220525,NA,NA,80.8,"Yes",0,0,2,25,10,16,53,1.33333333333333,0.570265948512201,"BOSS",NA,0,90,-83.0932083129883,0.870780793174756,284.97028401128,0.621036529541016,2.84617805480957,9.00227355957031,11.4744367599487,-94.5676422119141,37
"91","268",-22.7054,113.5501,20220525,NA,NA,90.6,"Yes",0,1,1,0,0,50,52,0.15,0.36162028533979,"BOSS",NA,0,91,-93.3504409790039,1.08000489960017,282.348718261951,-0.211463928222656,3.55124282836914,10.8081207275391,9.43475437164307,-102.785194396973,2
"92","247",-22.7047,113.5467,20220525,NA,NA,96.4,"Yes",0,0,0,37,2,13,52,1.40425531914894,0.648059795553154,"BOSS",NA,0,92,-97.4094009399414,0.859535589525531,281.845358809549,-0.382664680480957,2.81964015960693,8.41140747070312,9.05058002471924,-106.459983825684,39
"93","254",-22.6993,113.5499,20220525,NA,NA,96,"Yes",0,2,1,14,6,33,56,1,0.223606797749979,"BOSS",NA,0,93,-95.7262115478516,1.00300775307356,282.71424291206,-0.630030632019043,3.28751087188721,9.97099304199219,9.25524711608887,-104.981460571289,23
"94","242",-22.7009,113.5519,20220525,NA,NA,88.5,"Yes",0,0,1,13,4,32,50,0.58974358974359,0.63734435532172,"BOSS",NA,0,94,-90.8432006835938,1.16728978763252,282.813155843464,0.0710639953613281,3.80472183227539,11.5226211547852,10.4470729827881,-101.29027557373,18
"95","206",-22.7019,113.5608,20220525,NA,NA,76.6,"Yes",0,0,2,6,2,49,59,0.377777777777778,0.534657447211377,"BOSS",NA,0,95,-76.6778869628906,0.700175029551697,284.676093481457,0.0896768569946289,2.31395053863525,7.03683471679688,9.44695281982422,-86.1248397827148,10
"96","257",-22.7001,113.5592,20220525,NA,NA,79.4,"Yes",0,0,3,0,5,28,36,0.5,0.50709255283711,"BOSS",NA,0,96,-80.4055252075195,0.655706978616425,283.139601532051,-0.257549285888672,2.12060546875,6.85637664794922,10.1171560287476,-90.5226821899414,8
"97","229",-22.6961,113.5632,20220526,NA,NA,76.2,"Yes",0,0,0,2,1,37,40,0.325,0.474341649025257,"BOSS",NA,0,97,-76.3259887695312,0.652274319147154,283.472483225138,-0.125368118286133,2.14970779418945,6.39048004150391,9.21522617340088,-85.5412139892578,3
"98","250",-22.6972,113.5605,20220526,NA,NA,78.1,"Yes",0,2,0,3,0,45,50,0.333333333333333,0.477118723613698,"BOSS",NA,0,98,-78.2666702270508,0.646330110333111,282.402634111665,-0.12689208984375,2.12681007385254,6.51515197753906,9.75279426574707,-88.0194625854492,5
"99","258",-22.6958,113.5593,20220526,NA,NA,79.6,"Yes",4,0,0,0,0,57,61,0.372093023255814,0.976467291870559,"BOSS",NA,0,99,-81.145263671875,0.750284397554446,283.511458234364,0.553625106811523,2.43377876281738,7.99217987060547,11.3862895965576,-92.5315551757812,0
"100","234",-22.6938,113.5563,20220526,NA,NA,85.6,"Yes",0,0,0,0,0,49,49,0.0294117647058824,0.171498585142509,"BOSS",NA,0,100,-86.2588500976562,1.20537277466339,287.173658584925,0.482409477233887,4.00733089447021,12.3785171508789,10.9251165390015,-97.183967590332,0
